value, var1, var2, var3, var4, var5, var6, var7, var8, var9, var10, var11, var12, var13, var14, var15, var16, var17, var18, var19,var20
10461.06349,-12,0,-5,-1,-18,-1,-6,-16,-5,-2,-4,-4,-9,-3,-5,-8,-8,-7,-15,-5
10454.06349,-7,-12,0,-5,-1,-18,-1,-6,-16,-5,-2,-4,-4,-9,-3,-5,-8,-8,-7,-15
10448.06349,-6,-7,-12,0,-5,-1,-18,-1,-6,-16,-5,-2,-4,-4,-9,-3,-5,-8,-8,-7
10444.06349,-4,-6,-7,-12,0,-5,-1,-18,-1,-6,-16,-5,-2,-4,-4,-9,-3,-5,-8,-8
10434.06349,-10,-4,-6,-7,-12,0,-5,-1,-18,-1,-6,-16,-5,-2,-4,-4,-9,-3,-5,-8
10427.06349,-7,-10,-4,-6,-7,-12,0,-5,-1,-18,-1,-6,-16,-5,-2,-4,-4,-9,-3,-5
10423.06349,-4,-7,-10,-4,-6,-7,-12,0,-5,-1,-18,-1,-6,-16,-5,-2,-4,-4,-9,-3
10419.06349,-4,-4,-7,-10,-4,-6,-7,-12,0,-5,-1,-18,-1,-6,-16,-5,-2,-4,-4,-9
10415.06349,-4,-4,-4,-7,-10,-4,-6,-7,-12,0,-5,-1,-18,-1,-6,-16,-5,-2,-4,-4
10410.06349,-5,-4,-4,-4,-7,-10,-4,-6,-7,-12,0,-5,-1,-18,-1,-6,-16,-5,-2,-4
10406.06349,-4,-5,-4,-4,-4,-7,-10,-4,-6,-7,-12,0,-5,-1,-18,-1,-6,-16,-5,-2
10403.06349,-3,-4,-5,-4,-4,-4,-7,-10,-4,-6,-7,-12,0,-5,-1,-18,-1,-6,-16,-5
10401.06349,-2,-3,-4,-5,-4,-4,-4,-7,-10,-4,-6,-7,-12,0,-5,-1,-18,-1,-6,-16
10387.06349,-14,-2,-3,-4,-5,-4,-4,-4,-7,-10,-4,-6,-7,-12,0,-5,-1,-18,-1,-6
10374.06349,-13,-14,-2,-3,-4,-5,-4,-4,-4,-7,-10,-4,-6,-7,-12,0,-5,-1,-18,-1
10369.06349,-5,-13,-14,-2,-3,-4,-5,-4,-4,-4,-7,-10,-4,-6,-7,-12,0,-5,-1,-18
10530.31382,161.2503285,-5,-13,-14,-2,-3,-4,-5,-4,-4,-4,-7,-10,-4,-6,-7,-12,0,-5,-1
10519.31382,-11,161.2503285,-5,-13,-14,-2,-3,-4,-5,-4,-4,-4,-7,-10,-4,-6,-7,-12,0,-5
10499.31382,-20,-11,161.2503285,-5,-13,-14,-2,-3,-4,-5,-4,-4,-4,-7,-10,-4,-6,-7,-12,0
10488.31382,-11,-20,-11,161.2503285,-5,-13,-14,-2,-3,-4,-5,-4,-4,-4,-7,-10,-4,-6,-7,-12
10482.31382,-6,-11,-20,-11,161.2503285,-5,-13,-14,-2,-3,-4,-5,-4,-4,-4,-7,-10,-4,-6,-7
10478.31382,-4,-6,-11,-20,-11,161.2503285,-5,-13,-14,-2,-3,-4,-5,-4,-4,-4,-7,-10,-4,-6
10474.31382,-4,-4,-6,-11,-20,-11,161.2503285,-5,-13,-14,-2,-3,-4,-5,-4,-4,-4,-7,-10,-4
10472.31382,-2,-4,-4,-6,-11,-20,-11,161.2503285,-5,-13,-14,-2,-3,-4,-5,-4,-4,-4,-7,-10
10463.31382,-9,-2,-4,-4,-6,-11,-20,-11,161.2503285,-5,-13,-14,-2,-3,-4,-5,-4,-4,-4,-7
10453.31382,-10,-9,-2,-4,-4,-6,-11,-20,-11,161.2503285,-5,-13,-14,-2,-3,-4,-5,-4,-4,-4
10435.31382,-18,-10,-9,-2,-4,-4,-6,-11,-20,-11,161.2503285,-5,-13,-14,-2,-3,-4,-5,-4,-4
10432.31382,-3,-18,-10,-9,-2,-4,-4,-6,-11,-20,-11,161.2503285,-5,-13,-14,-2,-3,-4,-5,-4
10429.31382,-3,-3,-18,-10,-9,-2,-4,-4,-6,-11,-20,-11,161.2503285,-5,-13,-14,-2,-3,-4,-5
10425.31382,-4,-3,-3,-18,-10,-9,-2,-4,-4,-6,-11,-20,-11,161.2503285,-5,-13,-14,-2,-3,-4
10410.31382,-15,-4,-3,-3,-18,-10,-9,-2,-4,-4,-6,-11,-20,-11,161.2503285,-5,-13,-14,-2,-3
10405.31382,-5,-15,-4,-3,-3,-18,-10,-9,-2,-4,-4,-6,-11,-20,-11,161.2503285,-5,-13,-14,-2
10398.31382,-7,-5,-15,-4,-3,-3,-18,-10,-9,-2,-4,-4,-6,-11,-20,-11,161.2503285,-5,-13,-14
10393.31382,-5,-7,-5,-15,-4,-3,-3,-18,-10,-9,-2,-4,-4,-6,-11,-20,-11,161.2503285,-5,-13
10390.31382,-3,-5,-7,-5,-15,-4,-3,-3,-18,-10,-9,-2,-4,-4,-6,-11,-20,-11,161.2503285,-5
10385.31382,-5,-3,-5,-7,-5,-15,-4,-3,-3,-18,-10,-9,-2,-4,-4,-6,-11,-20,-11,161.2503285
10382.31382,-3,-5,-3,-5,-7,-5,-15,-4,-3,-3,-18,-10,-9,-2,-4,-4,-6,-11,-20,-11
10553.31382,171,-3,-5,-3,-5,-7,-5,-15,-4,-3,-3,-18,-10,-9,-2,-4,-4,-6,-11,-20
10545.31382,-8,171,-3,-5,-3,-5,-7,-5,-15,-4,-3,-3,-18,-10,-9,-2,-4,-4,-6,-11
10540.31382,-5,-8,171,-3,-5,-3,-5,-7,-5,-15,-4,-3,-3,-18,-10,-9,-2,-4,-4,-6
10532.31382,-8,-5,-8,171,-3,-5,-3,-5,-7,-5,-15,-4,-3,-3,-18,-10,-9,-2,-4,-4
10529.31382,-3,-8,-5,-8,171,-3,-5,-3,-5,-7,-5,-15,-4,-3,-3,-18,-10,-9,-2,-4
10523.31382,-6,-3,-8,-5,-8,171,-3,-5,-3,-5,-7,-5,-15,-4,-3,-3,-18,-10,-9,-2
10522.31382,-1,-6,-3,-8,-5,-8,171,-3,-5,-3,-5,-7,-5,-15,-4,-3,-3,-18,-10,-9
10521.31382,-1,-1,-6,-3,-8,-5,-8,171,-3,-5,-3,-5,-7,-5,-15,-4,-3,-3,-18,-10
10509.31382,-12,-1,-1,-6,-3,-8,-5,-8,171,-3,-5,-3,-5,-7,-5,-15,-4,-3,-3,-18
10508.31382,-1,-12,-1,-1,-6,-3,-8,-5,-8,171,-3,-5,-3,-5,-7,-5,-15,-4,-3,-3
10503.31382,-5,-1,-12,-1,-1,-6,-3,-8,-5,-8,171,-3,-5,-3,-5,-7,-5,-15,-4,-3
10501.31382,-2,-5,-1,-12,-1,-1,-6,-3,-8,-5,-8,171,-3,-5,-3,-5,-7,-5,-15,-4
10484.31382,-17,-2,-5,-1,-12,-1,-1,-6,-3,-8,-5,-8,171,-3,-5,-3,-5,-7,-5,-15
10479.31382,-5,-17,-2,-5,-1,-12,-1,-1,-6,-3,-8,-5,-8,171,-3,-5,-3,-5,-7,-5
10474.31382,-5,-5,-17,-2,-5,-1,-12,-1,-1,-6,-3,-8,-5,-8,171,-3,-5,-3,-5,-7
10469.31382,-5,-5,-5,-17,-2,-5,-1,-12,-1,-1,-6,-3,-8,-5,-8,171,-3,-5,-3,-5
10466.31382,-3,-5,-5,-5,-17,-2,-5,-1,-12,-1,-1,-6,-3,-8,-5,-8,171,-3,-5,-3
10463.31382,-3,-3,-5,-5,-5,-17,-2,-5,-1,-12,-1,-1,-6,-3,-8,-5,-8,171,-3,-5
10460.31382,-3,-3,-3,-5,-5,-5,-17,-2,-5,-1,-12,-1,-1,-6,-3,-8,-5,-8,171,-3
10454.31382,-6,-3,-3,-3,-5,-5,-5,-17,-2,-5,-1,-12,-1,-1,-6,-3,-8,-5,-8,171
10448.31382,-6,-6,-3,-3,-3,-5,-5,-5,-17,-2,-5,-1,-12,-1,-1,-6,-3,-8,-5,-8
10442.31382,-6,-6,-6,-3,-3,-3,-5,-5,-5,-17,-2,-5,-1,-12,-1,-1,-6,-3,-8,-5
10437.31382,-5,-6,-6,-6,-3,-3,-3,-5,-5,-5,-17,-2,-5,-1,-12,-1,-1,-6,-3,-8
10433.31382,-4,-5,-6,-6,-6,-3,-3,-3,-5,-5,-5,-17,-2,-5,-1,-12,-1,-1,-6,-3
10426.31382,-7,-4,-5,-6,-6,-6,-3,-3,-3,-5,-5,-5,-17,-2,-5,-1,-12,-1,-1,-6
10414.31382,-12,-7,-4,-5,-6,-6,-6,-3,-3,-3,-5,-5,-5,-17,-2,-5,-1,-12,-1,-1
10403.31382,-11,-12,-7,-4,-5,-6,-6,-6,-3,-3,-3,-5,-5,-5,-17,-2,-5,-1,-12,-1
10384.31382,-19,-11,-12,-7,-4,-5,-6,-6,-6,-3,-3,-3,-5,-5,-5,-17,-2,-5,-1,-12
10373.31382,-11,-19,-11,-12,-7,-4,-5,-6,-6,-6,-3,-3,-3,-5,-5,-5,-17,-2,-5,-1
10365.31382,-8,-11,-19,-11,-12,-7,-4,-5,-6,-6,-6,-3,-3,-3,-5,-5,-5,-17,-2,-5
10347.31382,-18,-8,-11,-19,-11,-12,-7,-4,-5,-6,-6,-6,-3,-3,-3,-5,-5,-5,-17,-2
10341.31382,-6,-18,-8,-11,-19,-11,-12,-7,-4,-5,-6,-6,-6,-3,-3,-3,-5,-5,-5,-17
10339.31382,-2,-6,-18,-8,-11,-19,-11,-12,-7,-4,-5,-6,-6,-6,-3,-3,-3,-5,-5,-5
10326.31382,-13,-2,-6,-18,-8,-11,-19,-11,-12,-7,-4,-5,-6,-6,-6,-3,-3,-3,-5,-5
10322.31382,-4,-13,-2,-6,-18,-8,-11,-19,-11,-12,-7,-4,-5,-6,-6,-6,-3,-3,-3,-5
10315.31382,-7,-4,-13,-2,-6,-18,-8,-11,-19,-11,-12,-7,-4,-5,-6,-6,-6,-3,-3,-3
10304.31382,-11,-7,-4,-13,-2,-6,-18,-8,-11,-19,-11,-12,-7,-4,-5,-6,-6,-6,-3,-3
10298.31382,-6,-11,-7,-4,-13,-2,-6,-18,-8,-11,-19,-11,-12,-7,-4,-5,-6,-6,-6,-3
10426.31382,128,-6,-11,-7,-4,-13,-2,-6,-18,-8,-11,-19,-11,-12,-7,-4,-5,-6,-6,-6
10422.31382,-4,128,-6,-11,-7,-4,-13,-2,-6,-18,-8,-11,-19,-11,-12,-7,-4,-5,-6,-6
10419.31382,-3,-4,128,-6,-11,-7,-4,-13,-2,-6,-18,-8,-11,-19,-11,-12,-7,-4,-5,-6
10415.31382,-4,-3,-4,128,-6,-11,-7,-4,-13,-2,-6,-18,-8,-11,-19,-11,-12,-7,-4,-5
10407.31382,-8,-4,-3,-4,128,-6,-11,-7,-4,-13,-2,-6,-18,-8,-11,-19,-11,-12,-7,-4
10398.31382,-9,-8,-4,-3,-4,128,-6,-11,-7,-4,-13,-2,-6,-18,-8,-11,-19,-11,-12,-7
10394.31382,-4,-9,-8,-4,-3,-4,128,-6,-11,-7,-4,-13,-2,-6,-18,-8,-11,-19,-11,-12
10394.31382,0,-4,-9,-8,-4,-3,-4,128,-6,-11,-7,-4,-13,-2,-6,-18,-8,-11,-19,-11
10376.31382,-18,0,-4,-9,-8,-4,-3,-4,128,-6,-11,-7,-4,-13,-2,-6,-18,-8,-11,-19
10573.26114,196.9473189,-18,0,-4,-9,-8,-4,-3,-4,128,-6,-11,-7,-4,-13,-2,-6,-18,-8,-11
10571.26114,-2,196.9473189,-18,0,-4,-9,-8,-4,-3,-4,128,-6,-11,-7,-4,-13,-2,-6,-18,-8
10563.26114,-8,-2,196.9473189,-18,0,-4,-9,-8,-4,-3,-4,128,-6,-11,-7,-4,-13,-2,-6,-18
10555.26114,-8,-8,-2,196.9473189,-18,0,-4,-9,-8,-4,-3,-4,128,-6,-11,-7,-4,-13,-2,-6
10548.26114,-7,-8,-8,-2,196.9473189,-18,0,-4,-9,-8,-4,-3,-4,128,-6,-11,-7,-4,-13,-2
10538.26114,-10,-7,-8,-8,-2,196.9473189,-18,0,-4,-9,-8,-4,-3,-4,128,-6,-11,-7,-4,-13
10535.26114,-3,-10,-7,-8,-8,-2,196.9473189,-18,0,-4,-9,-8,-4,-3,-4,128,-6,-11,-7,-4
10528.26114,-7,-3,-10,-7,-8,-8,-2,196.9473189,-18,0,-4,-9,-8,-4,-3,-4,128,-6,-11,-7
10528.26114,0,-7,-3,-10,-7,-8,-8,-2,196.9473189,-18,0,-4,-9,-8,-4,-3,-4,128,-6,-11
10525.26114,-3,0,-7,-3,-10,-7,-8,-8,-2,196.9473189,-18,0,-4,-9,-8,-4,-3,-4,128,-6
10515.26114,-10,-3,0,-7,-3,-10,-7,-8,-8,-2,196.9473189,-18,0,-4,-9,-8,-4,-3,-4,128
10510.26114,-5,-10,-3,0,-7,-3,-10,-7,-8,-8,-2,196.9473189,-18,0,-4,-9,-8,-4,-3,-4
10507.26114,-3,-5,-10,-3,0,-7,-3,-10,-7,-8,-8,-2,196.9473189,-18,0,-4,-9,-8,-4,-3
10505.26114,-2,-3,-5,-10,-3,0,-7,-3,-10,-7,-8,-8,-2,196.9473189,-18,0,-4,-9,-8,-4
10490.26114,-15,-2,-3,-5,-10,-3,0,-7,-3,-10,-7,-8,-8,-2,196.9473189,-18,0,-4,-9,-8
10477.26114,-13,-15,-2,-3,-5,-10,-3,0,-7,-3,-10,-7,-8,-8,-2,196.9473189,-18,0,-4,-9
10468.26114,-9,-13,-15,-2,-3,-5,-10,-3,0,-7,-3,-10,-7,-8,-8,-2,196.9473189,-18,0,-4
10465.26114,-3,-9,-13,-15,-2,-3,-5,-10,-3,0,-7,-3,-10,-7,-8,-8,-2,196.9473189,-18,0
10450.26114,-15,-3,-9,-13,-15,-2,-3,-5,-10,-3,0,-7,-3,-10,-7,-8,-8,-2,196.9473189,-18
10448.26114,-2,-15,-3,-9,-13,-15,-2,-3,-5,-10,-3,0,-7,-3,-10,-7,-8,-8,-2,196.9473189
10442.26114,-6,-2,-15,-3,-9,-13,-15,-2,-3,-5,-10,-3,0,-7,-3,-10,-7,-8,-8,-2
10439.26114,-3,-6,-2,-15,-3,-9,-13,-15,-2,-3,-5,-10,-3,0,-7,-3,-10,-7,-8,-8
10426.26114,-13,-3,-6,-2,-15,-3,-9,-13,-15,-2,-3,-5,-10,-3,0,-7,-3,-10,-7,-8
10419.26114,-7,-13,-3,-6,-2,-15,-3,-9,-13,-15,-2,-3,-5,-10,-3,0,-7,-3,-10,-7
10412.26114,-7,-7,-13,-3,-6,-2,-15,-3,-9,-13,-15,-2,-3,-5,-10,-3,0,-7,-3,-10
10406.26114,-6,-7,-7,-13,-3,-6,-2,-15,-3,-9,-13,-15,-2,-3,-5,-10,-3,0,-7,-3
10392.26114,-14,-6,-7,-7,-13,-3,-6,-2,-15,-3,-9,-13,-15,-2,-3,-5,-10,-3,0,-7
10387.26114,-5,-14,-6,-7,-7,-13,-3,-6,-2,-15,-3,-9,-13,-15,-2,-3,-5,-10,-3,0
10372.26114,-15,-5,-14,-6,-7,-7,-13,-3,-6,-2,-15,-3,-9,-13,-15,-2,-3,-5,-10,-3
10360.26114,-12,-15,-5,-14,-6,-7,-7,-13,-3,-6,-2,-15,-3,-9,-13,-15,-2,-3,-5,-10
10359.26114,-1,-12,-15,-5,-14,-6,-7,-7,-13,-3,-6,-2,-15,-3,-9,-13,-15,-2,-3,-5
10522.18564,162.9245017,-1,-12,-15,-5,-14,-6,-7,-7,-13,-3,-6,-2,-15,-3,-9,-13,-15,-2,-3
10518.18564,-4,162.9245017,-1,-12,-15,-5,-14,-6,-7,-7,-13,-3,-6,-2,-15,-3,-9,-13,-15,-2
10505.18564,-13,-4,162.9245017,-1,-12,-15,-5,-14,-6,-7,-7,-13,-3,-6,-2,-15,-3,-9,-13,-15
10500.18564,-5,-13,-4,162.9245017,-1,-12,-15,-5,-14,-6,-7,-7,-13,-3,-6,-2,-15,-3,-9,-13
10497.18564,-3,-5,-13,-4,162.9245017,-1,-12,-15,-5,-14,-6,-7,-7,-13,-3,-6,-2,-15,-3,-9
10490.18564,-7,-3,-5,-13,-4,162.9245017,-1,-12,-15,-5,-14,-6,-7,-7,-13,-3,-6,-2,-15,-3
10484.18564,-6,-7,-3,-5,-13,-4,162.9245017,-1,-12,-15,-5,-14,-6,-7,-7,-13,-3,-6,-2,-15
10476.18564,-8,-6,-7,-3,-5,-13,-4,162.9245017,-1,-12,-15,-5,-14,-6,-7,-7,-13,-3,-6,-2
10475.18564,-1,-8,-6,-7,-3,-5,-13,-4,162.9245017,-1,-12,-15,-5,-14,-6,-7,-7,-13,-3,-6
10473.18564,-2,-1,-8,-6,-7,-3,-5,-13,-4,162.9245017,-1,-12,-15,-5,-14,-6,-7,-7,-13,-3
10472.18564,-1,-2,-1,-8,-6,-7,-3,-5,-13,-4,162.9245017,-1,-12,-15,-5,-14,-6,-7,-7,-13
10470.18564,-2,-1,-2,-1,-8,-6,-7,-3,-5,-13,-4,162.9245017,-1,-12,-15,-5,-14,-6,-7,-7
10467.18564,-3,-2,-1,-2,-1,-8,-6,-7,-3,-5,-13,-4,162.9245017,-1,-12,-15,-5,-14,-6,-7
10462.18564,-5,-3,-2,-1,-2,-1,-8,-6,-7,-3,-5,-13,-4,162.9245017,-1,-12,-15,-5,-14,-6
10457.18564,-5,-5,-3,-2,-1,-2,-1,-8,-6,-7,-3,-5,-13,-4,162.9245017,-1,-12,-15,-5,-14
10451.18564,-6,-5,-5,-3,-2,-1,-2,-1,-8,-6,-7,-3,-5,-13,-4,162.9245017,-1,-12,-15,-5
10446.18564,-5,-6,-5,-5,-3,-2,-1,-2,-1,-8,-6,-7,-3,-5,-13,-4,162.9245017,-1,-12,-15
10441.18564,-5,-5,-6,-5,-5,-3,-2,-1,-2,-1,-8,-6,-7,-3,-5,-13,-4,162.9245017,-1,-12
10439.18564,-2,-5,-5,-6,-5,-5,-3,-2,-1,-2,-1,-8,-6,-7,-3,-5,-13,-4,162.9245017,-1
10432.18564,-7,-2,-5,-5,-6,-5,-5,-3,-2,-1,-2,-1,-8,-6,-7,-3,-5,-13,-4,162.9245017
10427.18564,-5,-7,-2,-5,-5,-6,-5,-5,-3,-2,-1,-2,-1,-8,-6,-7,-3,-5,-13,-4
10415.18564,-12,-5,-7,-2,-5,-5,-6,-5,-5,-3,-2,-1,-2,-1,-8,-6,-7,-3,-5,-13
10407.18564,-8,-12,-5,-7,-2,-5,-5,-6,-5,-5,-3,-2,-1,-2,-1,-8,-6,-7,-3,-5
10401.18564,-6,-8,-12,-5,-7,-2,-5,-5,-6,-5,-5,-3,-2,-1,-2,-1,-8,-6,-7,-3
10395.18564,-6,-6,-8,-12,-5,-7,-2,-5,-5,-6,-5,-5,-3,-2,-1,-2,-1,-8,-6,-7
10393.18564,-2,-6,-6,-8,-12,-5,-7,-2,-5,-5,-6,-5,-5,-3,-2,-1,-2,-1,-8,-6
10385.18564,-8,-2,-6,-6,-8,-12,-5,-7,-2,-5,-5,-6,-5,-5,-3,-2,-1,-2,-1,-8
10384.18564,-1,-8,-2,-6,-6,-8,-12,-5,-7,-2,-5,-5,-6,-5,-5,-3,-2,-1,-2,-1
10367.18564,-17,-1,-8,-2,-6,-6,-8,-12,-5,-7,-2,-5,-5,-6,-5,-5,-3,-2,-1,-2
10363.18564,-4,-17,-1,-8,-2,-6,-6,-8,-12,-5,-7,-2,-5,-5,-6,-5,-5,-3,-2,-1
10355.18564,-8,-4,-17,-1,-8,-2,-6,-6,-8,-12,-5,-7,-2,-5,-5,-6,-5,-5,-3,-2
10352.18564,-3,-8,-4,-17,-1,-8,-2,-6,-6,-8,-12,-5,-7,-2,-5,-5,-6,-5,-5,-3
10343.18564,-9,-3,-8,-4,-17,-1,-8,-2,-6,-6,-8,-12,-5,-7,-2,-5,-5,-6,-5,-5
10330.18564,-13,-9,-3,-8,-4,-17,-1,-8,-2,-6,-6,-8,-12,-5,-7,-2,-5,-5,-6,-5
10327.18564,-3,-13,-9,-3,-8,-4,-17,-1,-8,-2,-6,-6,-8,-12,-5,-7,-2,-5,-5,-6
10325.18564,-2,-3,-13,-9,-3,-8,-4,-17,-1,-8,-2,-6,-6,-8,-12,-5,-7,-2,-5,-5
10315.18564,-10,-2,-3,-13,-9,-3,-8,-4,-17,-1,-8,-2,-6,-6,-8,-12,-5,-7,-2,-5
10307.18564,-8,-10,-2,-3,-13,-9,-3,-8,-4,-17,-1,-8,-2,-6,-6,-8,-12,-5,-7,-2
10301.18564,-6,-8,-10,-2,-3,-13,-9,-3,-8,-4,-17,-1,-8,-2,-6,-6,-8,-12,-5,-7
10297.18564,-4,-6,-8,-10,-2,-3,-13,-9,-3,-8,-4,-17,-1,-8,-2,-6,-6,-8,-12,-5
10281.18564,-16,-4,-6,-8,-10,-2,-3,-13,-9,-3,-8,-4,-17,-1,-8,-2,-6,-6,-8,-12
10273.18564,-8,-16,-4,-6,-8,-10,-2,-3,-13,-9,-3,-8,-4,-17,-1,-8,-2,-6,-6,-8
10269.18564,-4,-8,-16,-4,-6,-8,-10,-2,-3,-13,-9,-3,-8,-4,-17,-1,-8,-2,-6,-6
10258.18564,-11,-4,-8,-16,-4,-6,-8,-10,-2,-3,-13,-9,-3,-8,-4,-17,-1,-8,-2,-6
10248.18564,-10,-11,-4,-8,-16,-4,-6,-8,-10,-2,-3,-13,-9,-3,-8,-4,-17,-1,-8,-2
10245.18564,-3,-10,-11,-4,-8,-16,-4,-6,-8,-10,-2,-3,-13,-9,-3,-8,-4,-17,-1,-8
10227.18564,-18,-3,-10,-11,-4,-8,-16,-4,-6,-8,-10,-2,-3,-13,-9,-3,-8,-4,-17,-1
10223.18564,-4,-18,-3,-10,-11,-4,-8,-16,-4,-6,-8,-10,-2,-3,-13,-9,-3,-8,-4,-17
10216.18564,-7,-4,-18,-3,-10,-11,-4,-8,-16,-4,-6,-8,-10,-2,-3,-13,-9,-3,-8,-4
10207.18564,-9,-7,-4,-18,-3,-10,-11,-4,-8,-16,-4,-6,-8,-10,-2,-3,-13,-9,-3,-8
10203.18564,-4,-9,-7,-4,-18,-3,-10,-11,-4,-8,-16,-4,-6,-8,-10,-2,-3,-13,-9,-3
10197.18564,-6,-4,-9,-7,-4,-18,-3,-10,-11,-4,-8,-16,-4,-6,-8,-10,-2,-3,-13,-9
10194.18564,-3,-6,-4,-9,-7,-4,-18,-3,-10,-11,-4,-8,-16,-4,-6,-8,-10,-2,-3,-13
10186.18564,-8,-3,-6,-4,-9,-7,-4,-18,-3,-10,-11,-4,-8,-16,-4,-6,-8,-10,-2,-3
10171.18564,-15,-8,-3,-6,-4,-9,-7,-4,-18,-3,-10,-11,-4,-8,-16,-4,-6,-8,-10,-2
10167.18564,-4,-15,-8,-3,-6,-4,-9,-7,-4,-18,-3,-10,-11,-4,-8,-16,-4,-6,-8,-10
10159.18564,-8,-4,-15,-8,-3,-6,-4,-9,-7,-4,-18,-3,-10,-11,-4,-8,-16,-4,-6,-8
10156.18564,-3,-8,-4,-15,-8,-3,-6,-4,-9,-7,-4,-18,-3,-10,-11,-4,-8,-16,-4,-6
10154.18564,-2,-3,-8,-4,-15,-8,-3,-6,-4,-9,-7,-4,-18,-3,-10,-11,-4,-8,-16,-4
10146.18564,-8,-2,-3,-8,-4,-15,-8,-3,-6,-4,-9,-7,-4,-18,-3,-10,-11,-4,-8,-16
10145.18564,-1,-8,-2,-3,-8,-4,-15,-8,-3,-6,-4,-9,-7,-4,-18,-3,-10,-11,-4,-8
10273.84779,128.6621513,-1,-8,-2,-3,-8,-4,-15,-8,-3,-6,-4,-9,-7,-4,-18,-3,-10,-11,-4
10268.84779,-5,128.6621513,-1,-8,-2,-3,-8,-4,-15,-8,-3,-6,-4,-9,-7,-4,-18,-3,-10,-11
10261.84779,-7,-5,128.6621513,-1,-8,-2,-3,-8,-4,-15,-8,-3,-6,-4,-9,-7,-4,-18,-3,-10
10259.84779,-2,-7,-5,128.6621513,-1,-8,-2,-3,-8,-4,-15,-8,-3,-6,-4,-9,-7,-4,-18,-3
10256.84779,-3,-2,-7,-5,128.6621513,-1,-8,-2,-3,-8,-4,-15,-8,-3,-6,-4,-9,-7,-4,-18
10252.84779,-4,-3,-2,-7,-5,128.6621513,-1,-8,-2,-3,-8,-4,-15,-8,-3,-6,-4,-9,-7,-4
10244.84779,-8,-4,-3,-2,-7,-5,128.6621513,-1,-8,-2,-3,-8,-4,-15,-8,-3,-6,-4,-9,-7
10239.84779,-5,-8,-4,-3,-2,-7,-5,128.6621513,-1,-8,-2,-3,-8,-4,-15,-8,-3,-6,-4,-9
10237.84779,-2,-5,-8,-4,-3,-2,-7,-5,128.6621513,-1,-8,-2,-3,-8,-4,-15,-8,-3,-6,-4
10231.84779,-6,-2,-5,-8,-4,-3,-2,-7,-5,128.6621513,-1,-8,-2,-3,-8,-4,-15,-8,-3,-6
10228.84779,-3,-6,-2,-5,-8,-4,-3,-2,-7,-5,128.6621513,-1,-8,-2,-3,-8,-4,-15,-8,-3
10220.84779,-8,-3,-6,-2,-5,-8,-4,-3,-2,-7,-5,128.6621513,-1,-8,-2,-3,-8,-4,-15,-8
10218.84779,-2,-8,-3,-6,-2,-5,-8,-4,-3,-2,-7,-5,128.6621513,-1,-8,-2,-3,-8,-4,-15
10207.84779,-11,-2,-8,-3,-6,-2,-5,-8,-4,-3,-2,-7,-5,128.6621513,-1,-8,-2,-3,-8,-4
10203.84779,-4,-11,-2,-8,-3,-6,-2,-5,-8,-4,-3,-2,-7,-5,128.6621513,-1,-8,-2,-3,-8
10200.84779,-3,-4,-11,-2,-8,-3,-6,-2,-5,-8,-4,-3,-2,-7,-5,128.6621513,-1,-8,-2,-3
10190.84779,-10,-3,-4,-11,-2,-8,-3,-6,-2,-5,-8,-4,-3,-2,-7,-5,128.6621513,-1,-8,-2
10313.84779,123,-10,-3,-4,-11,-2,-8,-3,-6,-2,-5,-8,-4,-3,-2,-7,-5,128.6621513,-1,-8
10299.84779,-14,123,-10,-3,-4,-11,-2,-8,-3,-6,-2,-5,-8,-4,-3,-2,-7,-5,128.6621513,-1
10299.84779,0,-14,123,-10,-3,-4,-11,-2,-8,-3,-6,-2,-5,-8,-4,-3,-2,-7,-5,128.6621513
10292.84779,-7,0,-14,123,-10,-3,-4,-11,-2,-8,-3,-6,-2,-5,-8,-4,-3,-2,-7,-5
10286.84779,-6,-7,0,-14,123,-10,-3,-4,-11,-2,-8,-3,-6,-2,-5,-8,-4,-3,-2,-7
10285.84779,-1,-6,-7,0,-14,123,-10,-3,-4,-11,-2,-8,-3,-6,-2,-5,-8,-4,-3,-2
10279.84779,-6,-1,-6,-7,0,-14,123,-10,-3,-4,-11,-2,-8,-3,-6,-2,-5,-8,-4,-3
10270.84779,-9,-6,-1,-6,-7,0,-14,123,-10,-3,-4,-11,-2,-8,-3,-6,-2,-5,-8,-4
10266.84779,-4,-9,-6,-1,-6,-7,0,-14,123,-10,-3,-4,-11,-2,-8,-3,-6,-2,-5,-8
10262.84779,-4,-4,-9,-6,-1,-6,-7,0,-14,123,-10,-3,-4,-11,-2,-8,-3,-6,-2,-5
10257.84779,-5,-4,-4,-9,-6,-1,-6,-7,0,-14,123,-10,-3,-4,-11,-2,-8,-3,-6,-2
10250.84779,-7,-5,-4,-4,-9,-6,-1,-6,-7,0,-14,123,-10,-3,-4,-11,-2,-8,-3,-6
10245.84779,-5,-7,-5,-4,-4,-9,-6,-1,-6,-7,0,-14,123,-10,-3,-4,-11,-2,-8,-3
10237.84779,-8,-5,-7,-5,-4,-4,-9,-6,-1,-6,-7,0,-14,123,-10,-3,-4,-11,-2,-8
10230.84779,-7,-8,-5,-7,-5,-4,-4,-9,-6,-1,-6,-7,0,-14,123,-10,-3,-4,-11,-2
10225.84779,-5,-7,-8,-5,-7,-5,-4,-4,-9,-6,-1,-6,-7,0,-14,123,-10,-3,-4,-11
